ID,Year,X,Y,NAME_1,NAME_2,Obs_Rice_Area,Obs_Rice_Yield,evi_max,evi_min,evi_mean,evi_count,evi_stdDev,evi_variance,slope,elevation,May_Tmax,May_Tmin,May_Precipitation,June_Tmax,June_Tmin,June_Precipitation,July_Tmax,July_Tmin,July_Precipitation,Aug_Tmax,Aug_Tmin,Aug_Precipitation,Sept_Tmax,Sept_Tmin,Sept_Precipitation,Oct_Tmax,Oct_Tmin,Oct_Precipitation
618,2021,91,28,Bumthang,Tang,47.99626,1267.703333,12217.54052,8200.910404,10317.9379,3.949634266,1554.143534,3149027.698,0.210984525,2874.105938,14.3694055,2.488802343,95.95381799,17.21056787,6.910365488,120.4284002,17.56406498,8.471364756,133.0844418,17.57344318,8.375140137,188.6206444,16.59874509,6.403184875,55.17116703,16.84630451,3.20192131,62.90137141
413,2020,91,28,Bumthang,Tang,50.95,1268.00006,12636.21435,6879.160359,9904.329964,6.182869693,2009.849637,4421640.755,0.21038792,2877.024919,13.47478663,1.594183476,122.0582318,16.82155382,6.521351441,154.8083749,17.33043339,8.24243326,232.9948206,18.08837894,8.890203715,117.9874509,17.30873044,7.113170228,142.696172,17.26807869,3.64351175,26.86572798
825,2022,90,27,Chhukha,Bjachho,2.315,6995.24838,13190.7811,9442.744482,11570.34446,6.284861075,1316.894712,2499019.528,0.326574913,2185.518768,18.27685185,8.96006635,219.4761091,19.16329966,11.66380719,565.0027481,20.7771118,13.80854377,209.6192315,20.96117548,13.85189394,274.5364676,20.41643642,12.32113537,248.3924292,18.61419588,7.499442959,125.9412755
210,2019,90,27,Chhukha,Bjachho,20.04,1580,13050.8787,9715.029007,11623.76098,4.405242624,1281.069648,2332435.266,0.332412921,2169.447093,18.68534116,8.925108932,184.9842296,20.40301297,12.548673,261.6214349,20.79253317,13.53234799,644.0551347,21.56828085,14.24587542,220.5911071,20.2653372,12.14551396,360.9116904,18.49364726,7.247984749,48.85091107
5,2018,90,27,Chhukha,Bjachho,28.48,1483.699087,12256.21376,9478.707411,10938.45709,3.362848587,1115.056446,1808462.101,0.326188395,2165.762305,17.27452218,8.052455932,187.8192711,20.19944296,11.79405575,249.9519707,20.39195385,13.1198678,374.3940384,20.41701575,13.14227817,247.5508764,20.50335215,11.70496138,117.7938206,16.54540255,5.447932759,29.84175084
620,2021,90,27,Chhukha,Bjachho,29.7816756,715.4128157,12066.02554,10383.62468,11220.75443,1.724076884,832.8191474,1576661.177,0.327951865,2183.623788,17.76800357,8.265975936,226.6524064,19.72886463,12.11172509,347.1675332,20.57221727,13.61203209,370.3393989,20.36569123,13.26564419,418.3180333,20.51900376,12.54942315,119.3712616,19.55719202,8.310383244,266.3990889
415,2020,90,27,Chhukha,Bjachho,32.96,1550.39022,12574.24296,10538.99877,11620.51436,2.600155869,875.964318,1379680.777,0.329433547,2179.500981,17.37339077,7.871363141,238.3407853,19.68223906,12.06509952,323.7866162,20.25699148,13.2968063,602.566127,20.88106803,13.78102099,228.2031095,20.35979897,12.39436027,433.7833729,19.66238859,8.415579818,36.84353337
826,2022,90,27,Chhukha,Bongo,14.114,17370.51863,13099.91518,7798.847295,11026.91689,6.349788562,1831.930508,4732044.633,0.3113037,1532.951959,22.28179336,14.27116998,323.8624579,22.74710557,16.18881745,870.768812,24.5329527,18.45901652,273.799911,24.63419753,18.49421812,348.5545824,23.98636443,16.93575554,272.4309367,22.73506377,13.16784375,180.7604114
211,2019,90,27,Chhukha,Bongo,254.09,1315,12946.05689,9030.697093,11235.71152,5.084261683,1459.854954,2679001.921,0.31013316,1521.44681,22.59460457,14.15360103,250.7809201,24.26157161,17.39973743,408.0926863,24.35697786,18.01210723,944.0129281,25.23858803,18.90140011,322.9144407,23.79008671,16.73100215,449.1319766,22.64855976,12.9744212,65.27011183
416,2020,90,27,Chhukha,Bongo,277.04,1750.00018,12573.52369,10580.75381,11645.26753,2.951674468,828.4773155,1319811.028,0.305444383,1497.864403,21.58231938,13.38584102,351.4836261,23.42552995,16.78800094,473.3445313,23.76638694,17.72885531,857.4389099,24.45491041,18.31943141,294.6726364,23.77246977,16.84845334,578.3906171,23.88530802,14.21436834,59.17071724
621,2021,90,27,Chhukha,Bongo,285.566578,1724.489974,11941.04745,10543.77926,11263.21195,1.934312985,625.7226439,1093354.188,0.308000811,1519.541579,21.83583056,13.6393522,275.7322697,23.48961303,16.85208402,495.7636652,24.19142663,18.153895,508.7014847,23.81767189,17.68219289,591.5886997,24.25489994,17.33088351,154.6907985,23.71640787,14.04546819,439.3905909
6,2018,90,27,Chhukha,Bongo,296.7,1440.512302,12526.78819,9307.600636,10968.28762,3.799099011,1302.636011,2211436.07,0.305130315,1482.135987,21.26731685,13.34590872,264.0200202,23.94513146,16.50700229,366.6357887,23.99666853,17.61955092,526.8898494,23.99777815,17.66073678,331.3066804,24.11331106,16.35256817,161.5321196,20.83365145,11.27475618,41.66222063
827,2022,90,27,Chhukha,Chapchha,3.545,17000,12545.98551,7052.335158,9932.433063,9.896118374,1752.422641,3483356.789,0.356960251,2490.886592,18.23111637,8.421714224,164.2172498,19.30186644,11.38034855,412.8879596,20.67187424,13.29768712,176.731786,20.74719361,13.22651481,235.5708792,20.19115994,11.72863943,236.3154936,18.27524137,6.592983353,106.7709168
622,2021,90,27,Chhukha,Chapchha,23.95008,1566.203704,10297.33911,8460.20535,9385.201117,2.06444276,839.55048,1380663.198,0.347836695,2496.099752,17.63409354,7.626216282,178.292069,19.78156416,11.77323239,266.3332437,20.46743135,13.13426297,304.2971519,20.26452411,12.74649974,341.7644354,20.10612377,11.73660275,103.3933518,19.261001,7.458378829,196.3322755
417,2020,90,27,Chhukha,Chapchha,33.04,1700,12102.34781,9123.228516,10649.03848,3.188040273,1236.157074,2112599.299,0.349220757,2488.326878,17.11569803,7.107820778,181.052282,19.70609956,11.6977678,249.5986338,20.33624775,13.00307936,494.0496194,20.68508996,13.16706559,201.7130678,20.16750397,11.7920071,363.1433989,19.33002716,7.527404997,30.26891321
212,2019,90,27,Chhukha,Chapchha,34.53,1585,12131.01893,6914.715936,9496.040496,6.60923237,1753.84364,3412503.927,0.349722087,2499.226719,18.64583815,8.338310518,142.283167,20.37036011,12.10562892,179.5964285,20.76909878,13.10345588,505.2863136,21.28888202,13.55048275,181.3511013,20.01573838,11.50632816,322.8447409,18.20194175,6.40336982,42.5307533
7,2018,90,27,Chhukha,Chapchha,37.42,1380,11696.93042,6053.458423,8935.482617,6.962085308,1926.609845,4087345.878,0.34351629,2493.769819,17.23891294,7.487577656,139.1897372,20.15681898,11.3446575,194.0292607,20.31542372,12.68724148,305.2244036,20.19025092,12.51195439,214.4069871,20.18038351,11.032808,99.21673883,16.12317457,4.440913858,25.6327085
828,2022,90,27,Chhukha,Darla,6.483,18456.03887,13127.01955,8629.787936,11081.60777,8.818627053,1456.907837,2568591.181,0.293852601,1330.062779,26.66838798,19.45145131,419.6279136,26.54985963,20.60289232,1129.219049,28.49476138,23.06218868,323.2113993,28.70255492,23.2250264,414.1272826,27.88675406,21.53374456,280.9298684,26.64515415,18.1153656,234.2292734
418,2020,90,27,Chhukha,Darla,133.53,1841.790045,12057.19495,9241.576127,10725.32166,4.142351512,1083.343332,1795283.034,0.278011228,1398.735001,26.16315451,18.82784145,444.9932264,27.38825044,21.36104515,595.3717774,27.48479151,22.07919489,1085.314652,28.49443171,23.02284493,359.1029181,27.48808304,21.26211399,708.4820099,27.92254617,19.29558297,81.27091972
623,2021,90,27,Chhukha,Darla,141.759632,1798.00342,12216.94564,10093.43401,11188.05972,2.600858907,924.1962249,1608035.428,0.278374577,1375.452201,26.32890772,18.99359466,283.0642337,27.44096376,21.41375847,616.5402169,28.05135602,22.64575939,623.5349885,27.69755325,22.22596647,747.5401911,28.34244984,22.1164808,192.2770237,27.7478739,19.12091071,638.5024596
8,2018,90,27,Chhukha,Darla,165.64,1560,12010.43398,8865.379063,10374.36871,5.728759811,1093.536281,1436240.441,0.280726906,1421.907321,25.66886445,18.57688722,320.4639297,27.91343395,21.06248487,468.8249929,27.81470884,22.04946043,657.8566977,27.97834239,22.33383213,410.0570479,28.04359853,20.93274525,202.7776032,24.92760965,16.40453293,51.59690422
213,2019,90,27,Chhukha,Darla,218.06,1300,12972.29358,8198.095213,10694.4167,8.513773271,1575.450444,2748465.426,0.279542918,1430.111205,26.84061092,19.24573621,284.0716769,28.33107889,22.07835269,515.1302444,28.15913668,22.44759832,1211.559147,29.32842094,23.70396374,440.0188013,27.63530018,21.27949365,524.3329642,26.67050249,18.04127025,72.42568316
829,2022,89,27,Chhukha,Dungna,5.134,17166.18231,12929.34596,8122.916326,10853.61202,6.37797418,1681.074856,3750690.032,0.301070081,1791.005196,20.33337514,11.56230415,253.979831,20.83405202,13.8404051,602.8644173,22.37911455,15.80860878,242.2771956,22.60581363,15.91347925,320.8210727,22.06999038,14.48762541,316.5206844,20.76699079,10.32085624,152.2540372
419,2020,89,27,Chhukha,Dungna,52.86,1740.403947,12468.29494,10228.90955,11382.91579,2.53915503,952.69255,1686180.746,0.297093083,1775.886022,19.44075385,10.48709799,235.8018829,21.38845004,14.29064046,373.342891,21.88967668,15.35774464,695.2978628,22.53146818,15.83000962,266.7788792,21.97757868,14.49775804,524.4373626,21.72418053,11.16105175,47.44153725
214,2019,89,27,Chhukha,Dungna,55.63,1208.137695,12441.56776,8612.414905,10613.3944,4.179721418,1444.580809,2937989.402,0.300186353,1931.317879,20.61993884,11.40812088,209.0959834,22.07840159,14.72977426,294.1369056,22.4666575,15.61492063,746.1157057,23.23837101,16.30077481,243.3848955,21.93201965,14.31974299,420.2272712,20.70014603,10.1250481,52.38496427
624,2021,89,27,Chhukha,Dungna,74.487791,1749.999904,11379.60297,10968.81273,11172.38672,1.265028968,203.1172612,285802.6891,0.293509965,1822.757376,19.85672588,10.90307002,257.4330676,21.42719729,14.33060232,397.2462033,22.19318135,15.65541335,440.2957669,21.97483164,15.27337308,473.9735603,22.13646062,14.67068101,140.7022574,21.77900632,11.21587754,293.4536146
9,2018,89,27,Chhukha,Dungna,170.16,1696.93465,12153.4222,8230.326478,10423.04789,3.829823728,1544.758393,3195976.982,0.288166467,2043.912452,19.25306143,10.5571485,218.0202893,21.83488524,13.88882284,288.6697705,21.98998935,15.1255446,429.4791781,22.04357133,15.15190695,283.1684133,22.0821863,13.75938015,137.4798138,18.64993128,8.180695093,35.36312878
830,2022,89,27,Chhukha,Geling,5.666,11250,12795.51065,6731.845755,10303.61979,7.55853357,2107.609991,6369344.48,0.320266378,2041.968591,21.45650435,13.22012017,300.4007562,22.05992595,15.3949076,751.2351981,23.78773964,17.53477927,274.313404,23.91568354,17.60949923,357.1974836,23.3996831,16.15470177,304.8750902,21.99081296,12.0604468,170.667221
215,2019,89,27,Chhukha,Geling,43.94,1700,13043.65045,9249.726586,11297.31532,5.307482315,1382.694081,2343110.364,0.319275407,1967.916343,21.83568605,13.11299457,226.2318722,23.42731637,16.42296131,350.6575413,23.79990744,17.25600546,861.7515453,24.55904898,18.01805089,298.1707352,23.25063224,15.98539425,450.4874808,21.90514104,11.88333909,55.47260833
625,2021,89,27,Chhukha,Geling,73.85175,1739.999976,11014.55408,10034.30659,10529.90829,1.511370195,478.9156591,788617.0066,0.298552751,2085.407778,21.00433466,12.58193969,280.6190581,22.76186502,15.97304289,468.6714882,23.55080481,17.30914938,490.8650654,23.22519218,16.89716827,527.4776443,23.53706818,16.43107057,158.9962034,23.01633303,12.98650497,401.7390104
420,2020,89,27,Chhukha,Geling,75.53,1726.111091,12569.50294,10413.98602,11526.33316,2.392866058,947.709425,1636844.155,0.311107218,2058.932266,20.6682721,12.24587713,303.7265225,22.67523768,15.88641555,426.3685639,23.19622855,16.95318314,784.6049073,23.81758809,17.48956418,289.2131718,23.22247027,16.12143642,565.57317,23.02630918,12.99648113,49.07812745
10,2018,89,27,Chhukha,Geling,110.46,1387.165128,12483.01141,9280.831841,10928.70364,3.921999196,1250.553505,1950038.778,0.312551349,2029.571852,20.47916444,12.30939255,249.935035,23.18046814,15.58090584,333.7724263,23.3698519,16.81318911,489.3654419,23.34656584,16.82948135,311.7395124,23.46321891,15.50934549,150.9521665,20.0153886,10.06254746,39.0297606
831,2022,90,27,Chhukha,Getana,5.615,19259.25913,13274.69827,8392.981039,11105.67341,7.06430338,1672.394182,3288019.406,0.347570677,1367.828666,21.59832574,13.37134431,289.7097081,22.11169964,15.38808693,826.6109397,23.97631662,17.69418263,248.0588948,24.0620991,17.73313048,311.2833554,23.42108041,16.15343361,250.7967957,22.15998789,12.27822739,161.5550877
626,2021,90,27,Chhukha,Getana,90.2709357,1598.734635,11818.02537,10024.8097,10936.12973,1.779104478,853.3380612,1699624.033,0.350893871,1374.234318,21.06717524,12.64804597,262.1148189,22.81823518,15.97718909,446.9223293,23.61412523,17.37525958,464.6911196,23.27156928,16.93851811,575.6356859,23.67337477,16.54039282,132.3718995,23.06811116,13.08433318,352.7052809
421,2020,90,27,Chhukha,Getana,104.08,1599.961567,12226.07487,9879.295181,11087.15007,2.30464716,1066.698391,1928529.203,0.348288871,1366.481451,20.85488723,12.43425963,333.6316048,22.79734368,15.95629759,452.0193672,23.23101927,16.99215361,807.5154159,23.86740165,17.53435048,272.5717438,23.24937125,16.11638931,528.0931732,23.35038504,13.36660706,58.08609252
216,2019,90,27,Chhukha,Getana,125.06,1288,13116.12978,9353.387167,11386.39922,4.516222062,1450.106546,2467799.279,0.346159067,1367.002163,21.90337592,13.2588645,253.4649429,23.59965246,16.56995847,392.9432395,23.75138729,17.21361617,872.0225254,24.63755768,18.08545368,289.4476234,23.19194739,15.92833554,416.085011,22.01151361,12.04227907,70.23544935
11,2018,90,27,Chhukha,Getana,132.61,1250,12491.40826,9383.768207,11000.09984,3.301120448,1271.094256,2107151.615,0.346989533,1386.273618,20.56450017,12.43436491,241.9541561,23.2767954,15.68372174,342.6869664,23.43725196,16.84525121,492.0535302,23.40779015,16.89849735,315.3694912,23.54699614,15.58938625,151.49527,20.22495818,10.35196845,38.62217351
832,2022,89,27,Chhukha,Logchina,0.03,15600,13183.48644,2304.747146,9947.247713,5.725796294,3929.072434,17400000,0.358923033,1002.952672,25.46072692,18.28888297,379.4394475,25.7621323,19.87556579,959.7462079,27.57160165,22.09428641,356.4616913,27.58572329,22.02760359,461.5450933,27.01777078,20.61653986,435.7352072,25.95434456,17.38208384,238.7998062
217,2019,89,27,Chhukha,Logchina,16.96,1200,13067.93284,8991.030917,11309.95845,4.90441353,1530.91076,2885537.573,0.353030196,994.6963003,25.80059123,18.18733705,305.1357887,27.24521929,21.03208142,483.8176399,27.53816816,21.79225588,1161.627332,28.29010904,22.49833778,376.3749455,26.8236346,20.44251514,604.4549067,25.90610128,17.27312333,74.06033438
422,2020,89,27,Chhukha,Logchina,22.39,1425.825139,12457.30218,11234.36361,11898.39706,1.946085085,538.8523595,880245.1116,0.372509394,943.7163316,24.73850254,17.40121153,343.3620063,26.44011631,20.49154349,568.4166222,26.87273564,21.42625151,1063.330652,27.45649624,21.91200388,378.9574025,26.77754301,20.49463533,796.5978677,26.96585413,18.27586625,80.5951054
12,2018,89,27,Chhukha,Logchina,27.81,1128.263215,12692.68784,10333.55623,11611.07342,3.285603862,965.7328607,1505674.787,0.363774025,920.8259209,24.48606736,17.33656409,324.4440029,26.94541798,20.14202568,442.4095953,27.09502302,21.29225588,658.9210565,26.99560456,21.24989096,415.3204749,27.07039011,19.95815362,210.3617155,24.04290283,15.44115823,53.74039254
627,2021,89,27,Chhukha,Logchina,29.0399286,1536.006858,11611.20111,9785.399087,10728.97434,1.93201005,855.9465936,1543352.594,0.355243878,988.0574403,25.09542525,17.75813424,342.6316937,26.46831112,20.51973831,609.1600678,27.27489702,21.82841289,667.4648898,26.80084323,21.25635086,714.6078507,27.23597771,20.95307003,207.1805185,26.999496,18.30950812,512.9363218
833,2022,89,27,Chhukha,Metap,4.443,11052.63111,12756.58397,8406.61859,10854.14164,4.698717949,1619.358312,3595451.076,0.340555567,1552.688493,19.98855824,11.16004776,239.8468887,20.61113586,13.52746398,569.4480908,22.15895564,15.47340543,227.9607159,22.38124078,15.64134757,303.8685969,21.8928006,14.20060912,288.1864652,20.58127566,10.01288271,141.5033408
423,2020,89,27,Chhukha,Metap,44.3,1750.000282,12076.85206,10741.23168,11431.24221,1.911374738,612.1115051,908284.0218,0.340354487,1542.175131,19.1003864,10.08592857,237.8485255,21.17276411,13.96281697,343.013846,21.73597553,15.06770333,634.8194918,22.29469504,15.54205329,250.3592186,21.8207932,14.2216143,476.6415059,21.58654305,10.89432205,39.65838409
628,2021,89,27,Chhukha,Metap,50.82709,1750.000282,12101.6195,11080.81166,11593.26322,1.593690249,483.2130275,732655.9865,0.336692339,1526.340381,19.48931763,10.4748598,249.5565782,21.21407411,14.00412698,373.2998631,22.02754179,15.35950841,402.0812783,21.76356294,15.01092119,431.9845708,21.96822926,14.34924464,133.903856,21.58729171,10.89507071,289.011914
218,2019,89,27,Chhukha,Metap,72.04,1123.826763,13059.86496,8427.119526,10985.45967,4.127737226,1834.826861,3986437.803,0.334090004,1497.302093,20.35172673,11.02919473,191.7391526,21.83532884,14.39358145,263.8743392,22.28253683,15.29702418,684.1050259,22.99160652,16.01535407,233.5293423,21.77187056,14.04824107,396.0413503,20.50247136,9.789097593,49.48394022
13,2018,89,27,Chhukha,Metap,96.48,1075.939988,11907.67641,9833.638831,10894.51061,2.162839248,941.1883458,1712311.311,0.336749881,1595.520468,18.96719618,10.18162449,203.7379451,21.62739153,13.57232672,267.2215633,21.81067432,14.81530577,394.9683634,21.82440497,14.86728473,262.4802104,21.92427885,13.53294872,125.7272117,18.49601256,7.87530523,32.90699547
834,2022,89,27,Chhukha,Phuentsholing,8.882,7502.6458,12893.21796,1399.403354,9274.28093,6.704522708,4032.664894,17600000,0.289672876,781.5975917,27.66587173,20.38353076,423.7265042,27.74241246,21.77007254,1091.647837,29.34237593,23.81388092,364.4969212,29.45810677,23.89519908,505.9810312,28.74745604,22.38496843,444.225591,27.76711893,19.22633199,259.9740646
424,2020,89,27,Chhukha,Phuentsholing,78.85,1610.678579,12702.74463,10253.68849,11591.73553,3.336335978,986.389454,1981139.128,0.264249703,749.1366754,26.94936857,19.51916975,392.4450504,28.48766373,22.4299092,632.7708344,28.57112665,23.08213223,1107.824584,29.36014194,23.77260085,415.1551688,28.45098628,22.21002453,865.5780149,28.79483119,20.15121328,89.00597506
629,2021,89,27,Chhukha,Phuentsholing,104.8568,1610.799378,11830.11445,9800.690324,10839.67883,2.475232392,897.2326725,1484156.806,0.274587179,800.9340573,27.28187653,19.85167771,351.3059803,28.51800605,22.46025153,673.7398894,29.03320722,23.54421281,687.3884047,28.67490216,23.08736106,810.3760893,29.02503001,22.78406826,228.2739655,28.83474926,20.19113135,597.5745186
219,2019,89,27,Chhukha,Phuentsholing,135.99,1595.190014,13076.66005,8148.385222,11119.68304,6.481909333,1714.617253,3483656.982,0.255951011,744.0281379,27.92214685,20.21291551,322.6598915,29.32756614,23.02751657,543.302771,29.20157595,23.42639983,1208.749543,30.19433022,24.40037572,441.3892658,28.56938893,22.15003392,640.686166,27.75736576,19.12268956,76.80939832
14,2018,89,27,Chhukha,Phuentsholing,146.76,1363.341851,12989.68941,9771.749071,11558.43165,5.767224404,1165.207507,1873436.292,0.231837058,669.4453245,26.65099149,19.45059229,351.5480353,28.98630173,22.07501435,492.7862809,28.79159057,22.94596879,683.6174138,28.89513907,23.09946251,465.263346,28.83990763,21.69352137,230.7485258,25.90349632,17.34483379,57.84282211
835,2022,89,27,Chhukha,Samphelling,3.804,18071.898,12670.25922,9525.064868,11239.23681,4.289379675,1200.61913,2150429.463,0.240127943,600.6982892,27.77905749,20.5733836,442.521819,27.65940622,21.7462017,1166.915787,29.42468426,23.93896324,363.5578228,29.60594722,24.11482092,489.6110745,28.84452875,22.47538172,365.7832234,27.76529218,19.27652215,257.3340245
630,2021,89,27,Chhukha,Samphelling,48.56017,1198.78065,11228.42575,9399.156524,10358.06654,2.070938113,834.1877595,1787911.292,0.190632215,510.9065191,27.44303959,20.06545712,320.0562205,28.52529689,22.47964656,682.2572573,29.07418473,23.65403864,679.2539114,28.6919934,23.20086711,808.0291235,29.2355655,22.97045712,230.2911876,28.86248822,20.25262488,688.235344
425,2020,89,27,Chhukha,Samphelling,105.43,1671.505266,12623.43889,10784.49261,11738.77935,2.599001669,776.9786736,1253508.034,0.167455114,459.3368764,27.14407634,19.76649387,442.7740811,28.52529689,22.47964656,637.1346371,28.48314797,23.06300189,1116.714562,29.41087182,23.91974552,395.8454288,28.48999057,22.22488219,824.4658341,28.91759189,20.30772856,84.79524034
15,2018,89,27,Chhukha,Samphelling,108.26,1386.391557,13063.78036,10577.11407,11946.15017,4.648280443,919.9708353,1436699.853,0.158059639,475.3416374,26.83129595,19.72665881,347.3939208,28.98881244,22.15893968,498.8779453,28.80457116,23.02618285,686.7373233,28.94514609,23.26659284,455.1832705,28.97289821,21.84208765,225.1123468,26.01661169,17.50101791,56.70994345
220,2019,89,27,Chhukha,Samphelling,108.65,1916.561528,13297.2632,8669.993209,11546.41084,6.337783649,1650.769608,3405976.898,0.168058368,473.9688502,28.01959472,20.38831762,300.189868,29.3798492,23.15000471,552.993591,29.17418473,23.45403864,1227.917908,30.30683318,24.5949623,477.3211122,28.64945335,22.24701225,594.0173893,27.78315269,19.22703582,71.94123468
836,2022,90,27,Dagana,Dorona,0.27,12377.18519,13050.46979,9234.164533,11330.97493,5.944168892,1333.756112,2144369.771,0.358413873,1258.993483,25.02169946,17.48193114,311.8558763,25.11600116,18.87897683,940.5864289,27.30075071,21.57025951,264.8721525,27.26314393,21.50405449,343.5419687,26.55409979,19.85722237,258.1909785,25.22375421,16.24352187,188.2470554
631,2021,90,27,Dagana,Dorona,7.074375,1258.188338,10433.30142,10015.13261,10221.20888,1.300720681,206.5512289,263118.7634,0.372179782,1156.271878,24.54167745,16.84383899,269.0360471,25.90350116,19.60382475,466.1627945,26.87991199,21.20237833,503.0102576,26.33908556,20.55557533,666.6397554,26.97994434,20.39044137,136.5623544,26.28219972,17.2091315,406.7192273
426,2020,90,27,Dagana,Dorona,7.89,1212.23001,11862.48905,9847.821487,10863.37394,2.308586953,869.1875143,1585052.374,0.384551784,1099.357588,24.42762749,16.72302615,356.4341186,25.82276404,19.52308763,518.3916645,26.38241004,20.70487639,915.530255,27.03362348,21.25461753,299.1294978,26.32747217,19.73796919,585.1925317,26.60266956,17.52509707,69.93017085
221,2019,90,27,Dagana,Dorona,13.04,1180,12707.37299,9006.280007,11018.69814,4.616145443,1379.051213,2393879.674,0.371249015,1207.982163,25.20391535,17.27760808,272.8688519,26.77185478,20.26718224,433.841671,26.94847916,20.97094551,990.9127297,27.86691367,21.91811416,345.743949,26.33198939,19.63060769,450.0829019,25.17008154,16.11147101,82.71249676
16,2018,90,27,Dagana,Dorona,25.46,1217.149254,12654.71412,9149.56176,11002.18283,4.325014115,1329.522703,2270335.808,0.370511921,1213.886089,23.96905579,16.54725602,255.1273945,26.39773492,19.31696868,392.0729679,26.68311869,20.66697838,550.0157585,26.60277634,20.64407196,356.0758801,26.69870243,19.29878009,171.663021,23.42852058,14.50462723,45.24954698
837,2022,90,27,Dagana,Drugyelgang,13.0715,14473.96473,13100.74483,6984.349167,10510.50362,7.738933898,2024.536572,4868516.493,0.321036431,1070.659672,26.54141175,18.80349599,211.0128672,26.46193251,19.95678563,774.0016387,28.25924375,22.29002792,268.4608521,28.43554868,22.47677834,328.4894392,27.65441248,20.79116897,293.8856519,26.32447803,17.19485312,169.0794489
