Year,ID,NAME_1,Year,Obs_Rice_Area,Obs_Rice_Yield,Xcoordinate,Ycoordinate,evi_max,evi_min,evi_mean,evi_count,evi_stdDev,evi_variance,slope,elevation,May_Tmax,May_Tmin,May_Prec,June_Tmax,Jun_Tmin,Jun_Prec,July_Tmax,July_Tmin,July_Prec,Aug_Tmax,Aug_Tmin,Aug_Prec,Sept_Tmax,Sept_Tmin,Sept_Prec,Oct_Tmax,Oct_Tmin,Oct_Prec,Tmin_seasonalmean,Tmax_seasonalmean,Prec_seasonalmean
2002,20,Zhemgang,2002,1033,777,91,27,12640.48924,8667.398291,10646.82972,5.073737046,1473.126007,2817081.337,0.203588278,1127.12883,23.75844059,15.68484364,211.1892594,25.39137331,18.00939314,390.3719257,25.01099139,19.26781112,486.7589124,25.43276914,18.73396222,302.8439094,24.79895321,17.82622407,174.3696421,23.50643795,13.39393455,66.84191808,17.15269479,24.6498276,272.0625945
2003,21,Bumthang,2003,204,353,91,28,11263.85803,7019.818093,9387.654641,2.80964264,1828.577596,4637997.687,0.181085325,2930.836359,10.89364984,-0.19377997,49.97205691,12.84134994,3.8485812,159.8839737,14.14798569,5.469458302,173.3990135,15.64767272,6.131322974,86.88339178,13.68829181,4.416498978,96.37269762,12.71051527,-0.664120263,38.66130749,3.167993537,13.32157755,100.8620735
2003,22,Chhukha,2003,2164,816,90,27,11578.69703,10695.48137,11142.69951,1.486058511,414.1881063,944871.8485,0.300677975,1572.491503,21.24190953,13.32494259,219.2372101,21.84306925,16.22329282,596.3052786,23.03839368,17.10184793,777.8858926,24.40436073,17.47024961,302.4105964,23.07438977,16.69167895,252.9319982,22.75094174,12.67514186,160.2430624,15.58119229,22.72551078,384.8356731
2003,23,Dagana,2003,2991,720,90,27,11594.71059,10802.37717,11192.22052,1.470098542,384.1325296,733132.3705,0.246620048,909.9850454,22.58792409,14.64104035,181.7041896,23.02747142,17.19865042,561.834927,24.2188036,18.18124569,675.4093731,25.62356653,18.63470318,278.3335684,24.26063652,17.78376646,227.3734335,23.85919643,13.82688916,140.3449004,16.71104921,23.92959977,344.166732
2003,24,Gasa,2003,248,871,90,28,12542.74347,11731.58432,12161.25871,1.614014252,382.2549263,470102.3216,0.250238066,2641.94983,5.959652518,-5.3149953,18.91550043,8.713629389,-0.494873404,72.7935404,10.0396517,1.150054817,103.6907773,11.6147232,2.004942882,72.26035083,9.330868552,-0.102689443,51.98836295,8.442031948,-5.282686757,20.81094424,-1.340041201,9.016759551,56.74324603
2003,25,Haa,2003,180,842,89,27,11505.26248,9617.43307,10580.73056,2.214281211,847.7568487,1483424.876,0.19867709,2673.011499,14.80296644,5.130524317,98.9573708,15.99611802,8.981695398,248.645205,17.21378906,9.975384498,343.4042538,18.51205695,10.29103926,160.973108,16.84868365,9.10543145,138.8637499,16.17453366,4.071848833,92.90827285,7.925987293,16.59135796,180.6253267
2003,26,Lhuentse,2003,1501,1200,91,28,9646.950941,8408.538835,9041.033936,1.310390265,607.2984863,1635284.205,0.345101414,1873.458871,14.3790698,3.475947997,57.78148597,16.28614,7.329610422,178.3918983,17.5419723,8.869552815,177.1498455,19.0981807,9.596597906,92.69803711,17.09232869,7.965013222,106.1515936,16.35065821,3.281532182,42.66702353,6.753042424,16.79139162,109.1399807
2003,27,Monggar,2003,1348,1036,91,27,9350.22496,8024.728504,8707.538475,1.361083171,631.6306889,1835634.08,0.335420723,1607.944357,22.10755926,13.22446176,99.88741434,23.05015251,15.94850754,332.8227269,24.20483789,17.05823996,350.4552011,25.63209731,17.5172118,143.2919708,24.107543,16.58644176,152.5443558,23.33366813,12.36777118,72.47722038,15.450439,23.73930968,191.9131482
2003,28,Paro,2003,2950,1309,89,27,11346.43437,8329.753137,10005.94047,2.448971852,1326.337584,2948239.339,0.20200592,2448.159011,13.64273215,3.310136427,58.02716692,15.02741036,7.267124476,154.6477996,16.29827972,8.482359008,213.1862824,17.61072592,8.858320272,116.7237474,15.87874178,7.478739625,93.20167558,14.93073675,2.054768753,64.32794465,6.241908094,15.56477111,116.6857694
2003,29,Pema Gatshel,2003,60,589,91,27,11439.30586,9669.332062,10578.57122,1.69032028,833.3601773,2074056.859,0.275535053,1119.23288,25.40726422,17.74251371,177.7251102,25.78739804,19.78134009,700.8705583,26.77701162,20.53961545,712.8772219,28.3696782,21.15938176,258.5748527,27.02259811,20.51917596,272.3941708,26.44826762,16.9442132,94.10395626,19.4477067,26.63536964,369.4243117
2003,30,Punakha,2003,4594,1175,90,28,12303.81895,10361.87316,11372.62576,2.057232173,905.843337,1771093.794,0.223159272,1508.433382,18.3195565,8.456787263,64.0277485,19.64807629,11.90010729,190.1027945,20.89351152,13.12855659,211.2335371,22.2606796,13.71630758,147.5721143,20.52304775,12.38404672,135.1767707,20.08052553,7.901085363,68.04371082,11.24781513,20.2875662,136.0261127
2003,31,Samdrup Jongkhar,2003,2233,709,92,27,10585.26984,9738.577006,10169.45788,1.506672359,395.5168202,918589.0209,0.203513311,827.8601067,24.21946069,16.1354392,151.6978778,25.08669058,18.65104681,643.4983757,26.06552686,19.39564904,618.975004,27.4879995,19.92618873,243.4295359,26.11027667,19.17440364,241.4557275,25.43230806,15.46310132,85.88098261,18.12430479,25.73371039,330.8229173
2003,32,Samtse,2003,7267,657,89,27,10718.56571,8783.548325,9745.644518,1.798713556,882.4259952,2442746.552,0.116953723,541.5397939,23.87823476,16.74130265,273.5084637,24.33293767,19.39376414,757.2886,25.33532046,19.96012761,1036.383645,26.71883162,20.39714588,452.9832727,25.28989293,19.65932259,410.8600919,25.52233073,16.41694016,218.6009773,18.76143384,25.17959136,524.9375084
2003,33,Sarpang,2003,5695,821,90,27,12310.49304,10189.91728,11340.65226,2.502745621,914.5892045,2353672.544,0.071683805,395.6336085,24.9289885,17.47216297,205.5565744,25.29050447,19.57204139,725.7545436,26.39461897,20.45091714,838.0901172,27.80137844,21.04724817,342.9363283,26.58000534,20.32454879,302.150682,26.1956945,16.77453302,131.8115808,19.27357525,26.1985317,424.3833044
2003,34,Thimphu,2003,1632,1167,90,28,11888.35236,8073.974721,10250.25444,2.720780039,1637.203274,4009754.803,0.265644631,2480.051071,11.32970332,0.721407912,44.07898583,12.97033254,4.774807756,130.2167034,14.21641883,6.118111228,183.7645157,15.623442,6.610264514,106.1309515,13.80244055,5.068984906,79.37754815,12.82344045,-0.317748914,47.9680879,3.829304567,13.46096295,98.58946541
2003,35,Trashi Yangtse,2003,1832,1101,90,28,8803.714565,7891.409183,8347.63818,1.165871793,456.1295788,1461214.478,0.333415517,1763.784707,15.97215523,5.182454346,61.40094999,17.88635824,9.014601069,207.0011612,19.04740557,10.4222459,198.5887569,20.49915323,11.00910136,97.02030674,18.59572624,9.526373913,111.4026751,17.93957915,5.026328994,45.58739974,8.363517597,18.32339628,120.1668749
2003,36,Trashigang,2003,2851,1131,92,28,9063.88883,7893.953967,8480.690058,1.215314252,583.4990152,1852940.925,0.32200641,1885.016067,18.72857379,8.894397852,83.93851512,20.10388839,12.15252838,318.6131049,21.26823662,13.39160687,314.7965189,22.58698372,13.82761734,132.3925682,21.04146268,12.72508069,140.0269039,20.20754185,8.2763163,60.8104257,11.54459124,20.65611451,175.0963395
2003,37,Trongsa,2003,1710,840,92,27,12131.21599,9122.135275,10708.90522,2.484685015,1326.278585,2889970.247,0.317841152,1821.561132,17.8493189,8.153174333,88.46631777,18.9927576,11.33718679,271.0800171,20.29834792,12.65361565,295.5031053,21.71186861,13.18947562,152.0339136,20.02620694,11.90137903,152.6764765,19.27568684,7.220035719,69.49130553,10.74247786,19.69236447,171.541856
2003,38,Tsirang,2003,4158,801,90,27,11758.33109,10683.90984,11226.13671,1.406083425,533.8798311,1215952.159,0.287931636,1223.711953,23.89582283,16.35894976,162.6373053,24.40867797,18.69801565,558.6559427,25.44884465,19.48411594,670.6513747,26.84583811,20.01213312,285.9887248,25.55630287,19.20157558,239.5178242,25.19179355,15.52796261,134.4027691,18.21379211,25.22454666,341.9756568
2003,39,Wangdue Phodrang,2003,3790,1007,90,27,11918.07974,8996.673308,10626.42451,2.238188207,1310.745366,3225972.51,0.240563402,2101.289091,14.51954579,4.503775784,70.07592255,16.1048102,8.196070311,223.9873442,17.41630047,9.568387378,255.6118997,18.83163442,10.12042578,141.9342954,17.07578779,8.709602379,129.0888401,16.34157474,3.945235506,63.25413583,7.507249523,16.71494224,147.3254063
2003,40,Zhemgang,2003,1264,1054,91,27,10713.70484,9012.921443,9904.830731,1.584644729,796.4806376,2507131.759,0.256591046,1228.014723,23.68178665,15.66064302,158.0854923,24.30342214,17.99800621,540.3702554,25.39181779,18.95811201,600.7727222,26.79177992,19.47505367,240.5567561,25.47020304,18.70842698,243.5544379,24.8087642,14.76434838,97.34542488,17.59409838,25.07462896,313.4475148
2004,41,Bumthang,2004,7,1571,91,28,11937.4035,7617.247759,9768.232336,4.94538513,1573.800787,2941375.11,0.181613714,2928.335857,12.73964606,1.141840786,81.0152168,13.30164188,4.102653104,92.70684329,12.75918929,5.095058965,195.8643908,15.06058326,5.609656829,77.72191876,14.64690953,3.374355155,41.52782977,10.47702494,-2.06997894,69.20735642,2.87559765,13.16416583,93.00725931
2004,42,Chhukha,2004,1279,1178,90,27,11944.30722,10235.46732,11068.71692,2.225060966,779.4301978,1249785.644,0.310317536,1551.996535,22.96649023,14.68462356,282.694714,22.16669099,16.41768626,396.9803725,21.73839368,16.8236273,763.2670514,23.89036459,17.10125455,244.4270422,23.99559094,15.58037266,150.9989388,20.78402814,11.44042607,150.1508197,15.34133173,22.59025976,331.4198231
2004,43,Dagana,2004,3406,871,90,27,12418.76862,10073.04562,11275.99126,3.461913215,966.3767802,1634877.471,0.254856105,935.8041209,24.34819938,15.95158424,234.2993097,23.38549909,17.40062812,373.3972229,22.89416994,17.86140425,652.3771691,25.15352658,18.22851573,219.5328475,25.14052941,16.64418014,129.5716439,21.88036544,12.53676493,153.7047552,16.43717957,23.80038164,293.8138247
2004,44,Gasa,2004,130,900,90,28,11478.01443,9992.472085,10735.24326,1.514622104,742.7711736,1289093.26,0.274746486,2413.505081,7.955150593,-3.782083,30.95098615,9.016608768,-0.187923428,42.44801305,8.696891394,0.894964215,132.0147059,10.86766801,1.356380342,66.32346078,10.49389209,-0.94132351,21.94264693,6.194777089,-6.69649898,24.19891731,-1.55941406,8.870831324,52.97978835
2004,45,Haa,2004,169,817,89,27,11882.34741,5875.682961,8738.340789,6.015041946,2088.340326,4845169.675,0.19669455,2677.911795,16.6096457,6.648643368,132.9585082,16.24198397,9.239488151,159.5844619,15.91378906,9.723481786,364.9963109,17.92986158,9.869344449,137.0329033,17.86183349,8.092491771,82.00069627,14.15183801,2.865158811,73.07296797,7.739768056,16.45149197,158.2743081
2004,46,Lhuentse,2004,1282,1096,91,28,12170.2541,8722.311201,10533.38113,2.672698829,1469.170296,3345782.283,0.337704467,1869.871541,16.16565171,4.692433447,98.25321241,16.78731271,7.543014596,103.4163455,16.1644847,8.502200721,197.3959266,18.55933831,9.099103961,84.87259719,18.03820052,6.881777876,44.93139681,14.06550219,1.880559084,90.60966106,6.433181614,16.63008169,103.2465233
2004,47,Monggar,2004,1317,1139,91,27,11301.423,7561.494132,9462.979953,2.783427264,1593.218038,3657519.843,0.327303511,1604.324112,23.78871195,14.38660812,150.3929294,23.51818778,16.12708932,204.9438841,22.80961199,16.67127751,346.5854336,25.21863914,17.18222177,113.7253634,24.98550242,15.3823422,72.89698291,21.11879781,10.97700578,160.4364427,15.12109078,23.57324185,174.8301727
2004,48,Paro,2004,2990,1631,89,27,10909.51145,6231.860069,8499.758258,3.696015891,1897.63766,4409858.516,0.202210838,2448.628559,15.49561446,4.869936769,76.38415281,15.29492882,7.574123565,98.40382782,14.99827972,8.225757135,231.2972876,17.01141156,8.379161079,100.0411543,16.91039172,6.514929417,51.85911874,12.89304427,0.781263229,53.91177754,6.057528532,15.43394509,101.9828865
2004,49,Pema Gatshel,2004,110,1273,91,27,11644.70736,8436.315896,10129.18345,2.279952479,1443.869659,3843065.137,0.268562853,1125.582771,27.04209685,18.85825457,245.1686669,26.22079227,19.91701735,444.1323867,25.38219733,20.16203597,661.7975479,28.01658549,20.89638527,185.4044713,27.85667677,19.26905035,137.5552299,24.24445997,15.60038959,223.4401959,19.11718885,26.46046811,316.2497498
2004,50,Punakha,2004,4401,1569,90,28,10931.63842,8150.692662,9549.603795,2.283807115,1300.492505,2266182.058,0.224028416,1527.534392,20.22205065,9.942680348,92.80460656,19.9267673,12.19374232,117.1759349,19.58918972,12.89804666,240.9833858,21.66008826,13.14484234,128.7951034,21.57522409,11.43034526,64.94971462,18.02261236,6.517404797,71.8398715,11.02117695,20.16598873,119.4247695
2004,51,Samdrup Jongkhar,2004,1832,756,92,27,11234.50282,7735.28246,9597.297661,2.303244108,1564.218946,5046976.919,0.178461042,749.0235466,25.79317023,17.13315549,219.6262572,25.50777874,18.76525081,411.7054332,24.71132088,19.06479563,564.3781498,27.12848004,19.6034625,180.8575849,26.91642812,17.91234949,119.0842179,23.22110432,14.11867489,233.8970792,17.76628147,25.54638039,288.2581204
2004,52,Samtse,2004,8220,808,89,27,12843.13081,6003.770695,10054.11187,5.38530098,2468.443777,8371848.518,0.114587471,526.4537233,25.59171157,18.14949373,378.6809488,24.63925515,19.63933864,495.3455785,24.03532046,19.68346261,1072.815962,26.20947356,20.05336707,380.6474729,26.2670802,18.59273372,250.8642023,23.5104661,15.20352071,175.5162205,18.55365275,25.04221784,458.9783975
2004,53,Sarpang,2004,7636,1278,90,27,12895.96549,10508.88435,11758.64659,3.942905432,919.4520674,1583997.372,0.074484501,405.0872024,26.64406889,18.63420882,274.8291873,25.67840309,19.75212057,471.9294793,24.99898463,20.05376616,798.6454673,27.41453642,20.67167853,258.7502693,27.40088075,19.17560413,160.5560106,24.13845248,15.43166797,192.9594545,18.95317436,26.04588771,359.6116447
2004,54,Thimphu,2004,1523,1290,90,28,10930.91914,7408.205802,9095.584947,2.708717175,1538.456785,3118638.197,0.265943348,2485.090949,13.20720307,2.259039128,59.60080754,13.26347693,5.099272288,82.23448165,12.91438339,5.862995071,203.2644328,15.00832241,6.073822434,91.61126815,14.85053489,4.119241552,41.77015572,10.78340204,-1.643132824,44.10102543,3.628539608,13.33788712,87.09702855
2004,55,Trashi Yangtse,2004,939,1339,90,28,11922.47383,7503.922338,9789.393068,3.168622646,1812.229128,4460217.256,0.32742698,1759.947992,17.68423128,6.275117733,106.1616822,18.34770925,9.130966643,122.3610414,17.66925365,10.0918926,210.4965391,20.00492723,10.57691258,88.06386385,19.51950919,8.392799817,47.8035725,15.60621005,3.610064249,110.2282244,8.012958937,18.13864011,114.1858206
2004,56,Trashigang,2004,2553,1533,92,28,11405.47721,7414.422389,9419.517209,2.80946738,1689.812976,4138996.526,0.319583818,1881.259744,20.39306267,9.971827013,132.75819,20.56266365,12.26162048,197.4410355,19.93855596,13.13016835,304.5272831,22.19691543,13.49323044,108.7794397,21.85402817,11.46090653,64.59263411,17.87665309,6.827613876,159.9565562,11.19089445,20.47031316,161.3425231
2004,57,Trongsa,2004,1620,918,92,27,12414.95841,8954.103577,10791.15454,3.653252185,1376.316159,2492068.734,0.319181708,1885.123966,19.66275489,9.44231915,131.0887785,19.37479961,11.53210606,165.3482531,18.91763943,12.29722836,315.1434769,21.18241506,12.69195718,126.6385379,20.94414008,10.84148125,72.35281543,17.07945661,5.78755354,106.2874396,10.43210759,19.52686761,152.8098836
2004,58,Tsirang,2004,2951,851,90,27,12238.68341,9838.874555,11110.7251,2.691466034,1045.992162,1748159.397,0.292330364,1223.763775,25.69956886,17.59601602,215.4844461,24.800501,18.89604222,365.6291955,24.07312344,19.1178444,652.2975485,26.42485619,19.59775096,223.1985057,26.42504666,18.08682668,129.127269,23.10344041,14.15054357,167.3570298,17.90750398,25.08775609,292.1823324
2004,59,Wangdue Phodrang,2004,3129,1561,90,27,11051.76139,8775.703116,9921.904273,2.26428946,1027.426665,1770407.291,0.242851764,2125.384786,16.43984273,5.919656602,100.5916792,16.49079985,8.469384628,139.4688975,16.07679783,9.281066143,278.223317,18.25406784,9.594893833,120.1431061,18.071206,7.706431056,62.92575813,14.18132305,2.52954104,77.0544093,7.250162217,16.58567288,129.7345279
2004,60,Zhemgang,2004,1092,875,91,27,12193.42148,9077.989464,10716.55488,3.218533107,1262.408237,2498274.282,0.243659085,1191.148046,25.30912215,16.77996708,219.6664512,24.67328565,18.14224133,341.2643631,23.99181779,18.55811201,576.4869123,26.3815089,19.09059347,178.9209511,26.29109095,17.50366533,124.587254,22.69216768,13.43292379,183.1538559,17.2512505,24.88983219,270.6799646
2005,61,Bumthang,2005,45,1644,91,28,11778.11706,7802.697688,9893.374336,4.160451147,1521.765536,2946506.417,0.180916317,2928.769708,10.50704944,-0.404321846,75.78863025,14.5989782,4.233271071,64.64320675,14.72988418,6.083595626,136.0058519,14.95421604,6.234801663,97.15906782,14.3415268,4.036354411,66.84342269,10.75925932,-0.707625843,72.56676369,3.246012514,13.31515233,85.50115718
2005,62,Chhukha,2005,3555,914,90,27,11816.9526,10601.22879,11221.42195,1.904126378,569.6109556,878641.7437,0.310314781,1558.361622,20.99801373,13.06297846,247.6405337,23.46669099,16.47119951,259.3749935,23.35282041,17.69377005,561.0712188,23.62789487,17.76351647,336.9190249,23.72359989,16.16454378,210.7510242,20.89946292,12.91642189,200.6047289,15.67873836,22.67808047,302.7269207
2005,63,Dagana,2005,4033,780,90,27,11887.53407,9992.3844,10958.30862,2.269419736,868.9047036,1504728.046,0.25504508,932.9643967,22.25157333,14.34181777,219.6740826,24.67045835,17.48681635,233.6733775,24.53057888,18.72900444,477.637145,24.85017021,18.86516449,299.3014593,24.88367433,17.25251076,184.3427972,21.97008176,14.06167922,190.0311979,16.78949884,23.85942281,267.4433433
2005,64,Gasa,2005,153,882,90,28,11881.8836,11881.8836,11881.8836,1,0,0,0.280330342,2385.212487,5.807512235,-5.52788477,21.78650776,10.3818983,-0.076563879,32.33392223,10.60204463,1.880038482,87.88958346,10.88396472,2.187650554,86.70262351,10.05051735,-0.43429296,38.13911729,6.580138209,-5.27849293,31.82308983,-1.208257584,9.051012574,49.77914068
2005,65,Haa,2005,201,1100,89,27,10815.34422,7480.263225,9100.556859,3.714752841,1298.56927,2425032.387,0.199566307,2659.174096,14.82361229,4.936391391,102.1815806,17.53743179,9.234528779,114.953935,17.57845228,10.61481651,262.9513924,17.75057779,10.59526081,189.8210678,17.52139079,8.607691228,115.0917217,14.38953718,4.271848833,107.0881255,8.043422925,16.60016702,148.6813038
2005,66,Lhuentse,2005,1787,1341,91,28,11844.03381,9432.658039,10659.82374,2.268752093,1082.182902,2024736.793,0.339171781,1865.214978,13.90808468,3.263907902,99.60880216,18.03746368,7.666402343,72.21587926,18.14178286,9.462221795,137.8998304,18.44104989,9.692913222,98.83844561,17.84948793,7.689423907,73.68414711,14.48156424,3.245173946,90.16120962,6.836673853,16.80990555,95.40138569
2005,67,Monggar,2005,2080,1349,91,27,12027.8991,8898.055225,10554.52748,2.939105722,1315.125801,2481778.384,0.330237242,1585.847982,21.61165292,13.01749645,172.8953319,24.74390819,16.24647017,128.0107783,24.7075262,17.56671694,243.3941516,24.94230378,17.69071661,133.95547,24.84186583,16.20156135,106.2938041,21.44695369,12.38487845,150.4781067,15.51797333,23.71570177,155.8379404
2005,68,Paro,2005,3674,1630,89,27,8292.402988,7275.013336,7750.480258,1.677415883,450.1677796,748172.5711,0.203030801,2447.384066,13.59292982,3.095408446,60.75625178,16.64486285,7.599630521,69.89217793,16.71317278,9.130875438,167.6750257,16.86917708,9.133125434,138.7926341,16.53515191,7.050487432,76.92210786,13.09965718,2.24556087,77.46803148,6.375848024,15.57582527,98.58437148
